“海尔，这是阿包特·泰姆”这句台词出自哪款游戏？星际争霸2 
被成为“一生万物、万物归一者”的是 Yog-Sothoth 
 用地雷搞爆了虎式坦克的菊花  击沉了战列舰  把了巴顿的妹子  开着谢尔曼抢银行
传说中人称兵库北小姐的女性声优是
 宫村优子  寿美菜子  花泽香菜  榊原ゆい
《哆啦A梦》中多啦A梦是从什么时代来的？
 21世纪  25世纪  23世纪  22世纪
国产动画《魁拔》中，主角的名字是？
 三十张  野吉  蛮凶  蛮吉
游戏公司“南梦宫”有一个数字缩写，是什么？
123	765  573  876
坦克世界中唯一一辆满仇恨值的黄金色坦克是什么？
 59式G型  59式  E-100  IS-3
问更新姬的发式
 黑色单马尾  红色波浪卷  红色长直发  绿色双马尾
网络上11区指的是那个国家？
 韩国  日本  英国  美国
刺客信条中的袖箭不切手指是被谁改进的？
 康纳  艾吉奥  达芬奇  阿泰尔
《命运石之门》中凤凰院凶真的配音是？
 宫野真受  宫野真攻  宫野真守  宫野假守
真女神轉生3 狂熱版’中，但丁和人修羅初次見面的地點是？
 銀座  新宿  池袋  歌舞伎町
以下那個不是釘宮四萌?
 逢坂大河  露易絲·法蘭西斯·露·布朗·杜·拉·瓦利埃爾  三千院凪  神崎·H·亞里亞
谁不懂人心了？
 宙斯  亚瑟王  秦始皇  奥丁
黑猫警长每集打四枪出现四个字是?
 惩奸除恶  保卫人民  百步穿杨  请看下集
在鬼武者3最终关左马介吸收了信长的爱刀所融合出的最强之剑的正确名称是
 鬼斩左文字  鬼斩上文字  鬼斩右文字  鬼斩下文字
人妻声优門脇舞以的马甲是？
 桃子御津  杏子御津  梨子御津  橘子御津
与洛天依有关的代码是？
 66CCFF  3366FF  0033CC  3399FF
《口袋妖怪》历作游戏中，能够让PM的等级提高一级的道具是？
 等级提升  奇异甜食  值上升  余物
冻土的旅人中《白色荒野》一章改编自____的小说
 乔安妮·凯瑟琳·罗琳  费奥多罗夫  杰克伦敦  巴尔扎克
生化危机系列中，僵尸的始作俑者是？
 C病毒  B病毒  T病毒  A病毒
绑在魂魄妖梦的楼观剑上的花叫什么名字
 冬樱  春樱  夏樱  秋樱
《圣斗士星矢》冥王篇中谁是被冥王哈迪斯选中肉体的圣斗士？
 一辉  瞬  冰河  紫龙
以下哪个系列的发行商不是Ubisoft（育碧）
 孤岛危机系列  刺客信条系列  波斯王子系列  孤岛惊魂系列
伊克西翁传说DT》玛丽安戴尔的声优是？
 钉宫理惠  花泽香菜  石田彰  福山润
《中二病也要谈恋爱》当中丹生谷森夏从“中二病”毕业以后转而相信了什么
 风水  黑暗圣典  占卜  星座
《冰菓》中奉太郎的人生信条是？
 节能主义  反对恋爱  脱离中二  和平主义
《妖精的尾巴》中，妖精的尾巴公会的第二代灭龙魔导士是
 拉克萨斯  伽吉鲁  温蒂  纳兹
这个世界上不存在奇迹，有的只是必然与偶然，以及谁做了什么。此话出自什么动漫？
 悠久之翼（EF系列）  樱花庄的宠物女孩  SOLA  FATE系列
“王师全面占优”出自下列哪个游戏？
 EVE  OVA  EVA  AVA
地球距离月球之间的距离为？
 384,40千米  30,400千米  384,000千米  384,400千米
幻想乡里操纵境界的妖怪是？
 尻雨魔罗沙  蕾米莉亚斯卡雷特  八云歪  八云紫
nds平台第一款游戏王是哪一年出的
2007	2006  2005  2010
 
miku左臂的数字是多少？
00	02  01  0.1
 <犬夜叉>中，戈薇的配音是谁？
 雪野四月  雪野七月  雪野五月  雪野六月
以下哪位人物是因为视力不好才戴眼镜的
 鸣上悠  梅琳  远野志贵  黑桐干也
TV动画《进撃の巨人》第6集中 “少女の奔跑”巨人是谁干掉的？
 让·基尔希斯坦  三笠·阿克曼  阿尼·利昂纳德  艾伦·耶格尔
赤座灯里最缺少的是什么？
 方向感  存在感  即视感  第六感
100 float=3.1415926;printf("%.2f",d);
 3.1415926  3  3.00  3.14
网游《坦克世界》中，S-51的完全体炮的口径是多少？
203	183  220  240
UC系高达作品中象征着量产机的胜利的是哪部作品？
 机动战士高达第08MS小队  机动战士高达00  机动战士高达0079  机动战士高达SEED
《物语系列》中谁的头发会飞速长长
 阿良良木火怜  羽川翼  阿良良木月火  阿良良木历
天元突破的男主角是谁？
 东蒙  南蒙  北蒙  西蒙
命运石之门冈部伦太郎经常自称是谁？（名字）
 凤凰院凶真  凶真  凤凰院  凤凰院真凶
以下哪个不是音频处理软件
 CoolEdit  Audition  Premiere  GoldWave
《魔法少女小圆》中学姐死的时候失去了身体的哪一部分？
 心脏  手  脚  头
《未来日记》中，“雪辉日记”的持有者是谁？
 平坂黄泉  火山高夫  我妻由乃  天野雪辉
以下哪首是洛天依的歌
 百年食谱颂  十年食谱颂  万年食谱颂  千年食谱颂
动画《刀剑神域》中桐人他女儿结衣在ALO里系统识别种族是？
 人工智能  精神健康辅助程序  NPC  导航妖精 

B站注册试题
#1 俺はGandom（我就是高达）这句话是谁说的？
 刹那·F·清英  基拉·大和  希罗·尤尔  巴纳吉·林克斯
A:  刹那·F·清英

#2 灼眼的夏娜中女主角的刀名字叫？
 妖刀心渡  闪烁之光  洞爷湖  贽殿遮那
A:贽殿遮那

#3 《摇曳百合》中京子喜爱的冰淇淋口味是什么？
 朗姆酒葡萄干  提拉米苏黑莓  覆盆子柠檬  焦糖巧克力
A: 朗姆酒葡萄干

#4 命运石之门男主角的网名是
 约翰·提托  凤凰院凶真  栗悟饭和龟派气功  凤凰院胸针
A:凤凰院凶真

#5 以下哪部游戏中没出现东风谷早苗？
 东方绯想天则  东方地灵殿  东方神灵庙  东方风神录
A:东方神灵庙

#6 《CLANNAD》中的冈崎朋也的配音是谁？
 中村悠一  中村悠  肉村悠一  肉村悠一郎
A:中村悠一

#7 《火影忍者》中的第五代火影是谁？
 漩涡鸣人  旗木卡卡西  宇智波佐助  千手纲手
A:千手纲手

#8 桂木桂马的协助者是谁？
 艾露西  琉妮  白娅·杜·罗德·赫尔梅尼姆  诺拉·芙萝莉安·蕾欧莉亚
A;艾露西  琉妮

#9 杀手47的后脑勺上有什么
 条形码  发髻  当然是头发  龙纹
A:条形码

#10 psycho pass里最美警花是谁?
 六合冢弥生  常守朱  宜野座伸元  唐之杜志恩
A:宜野座伸元

#11 《数码兽大冒险》中第八位被选召的孩子是？
 武之内素娜/武之内空  城户丈  泉光子郎  八神光/八神嘉儿
A:八神光/八神嘉儿

#12 雾雨魔理沙的口癖是？
 DA☆ZE  咪啪  death  姆Q~
A: DA☆ZE

#13 切丝papa的生日在几月几日？
 11月11日  2月14日  4月1日  12月21日
A: 11.11
#14 为动画《魔法少女小圆》中佐仓杏子一角配音的声优是？
 斋藤千和  喜多村英梨  野中蓝  悠木碧
A:野中蓝 

#15 “月有阴晴圆缺”，用科学的观点看待这件事，原因是？
 地球绕月球转动偏角不同  地球绕太阳转动，月球绕地球转动，两者转速不一样，出现偏角，使地球掩住了月球的一部分 人有悲欢离合  太阳光照射不均匀
A:地球绕太阳转动，月球绕地球转动，两者转速不一样，出现偏角，使地球掩住了月球的一部分

#16 《我的朋友很少》中，井上麻里奈为哪个角色配音？
 三日月太空  三日月空太  三日月夜空  三日月星空
三日月夜空 

#17 游戏《生化危机1》的第一女主角是谁？
 谢娃·阿洛玛  吉尔·瓦伦蒂安  蕾贝卡·钱伯斯  克莱尔.雷德菲尔德
吉尔·瓦伦蒂安

#18 回转企鹅罐中一共有多少个ED？出了多少个OST
 1，6  10，8  5，3  2，1
10，8

#19 身为纯爷们，绝对从不回头看什么
 凡人  战友  女神  爆炸
爆炸

#20 以下哪一位不是《最终幻想：零式》的CV
 丰崎爱生  林原惠美  钉宫理惠  花泽香菜
钉宫理惠

#21 《大航海时代2》阿兰的特长是什么？
 炮术  剑术  会计  测量
会计？？

#22 钢之炼金术师FA中角色张梅身边总跟着一只什么动物
 小狗  小熊猫  小鸟  小猫
熊猫

#23 Fate stay night中，士郎击杀Berserker所投影的武器叫？
 Excalibur  Enuma Elish  Aroundight  Caliburn
Caliburn石中剑

#24 幽灵行军不是谁的固有结界
 白骑士  梵·斐姆  斯菲尔丁  布拉德
幽灵行军

#25 初音未来的音源提供者是哪个声优？
 藤田关  藤田咲  藤田桑  藤田笑
藤田咲【绝对是猜的

#26 著名电子游戏《上古卷轴》是由哪家公司开发的？
 Blizzard  Bethesda  Electronic Arts  Ubisoft
Bethesda

#27 石蕗惠汰,羽濑川小鹰,须贺京太郎,大路饼藏四人的共同点[不]包括
 都是男孩子  对百合构成一定的威胁  声优均为1980年之后出生  发色均为黄色
我。。。我。。。我不知道

#28 在Mugen中，最高的人物等级是？
 论外  狂  神  凶
论外？

#29 圣斗士星矢的看家技能是？
 天马恒星拳  天马陨石拳  天马星辰拳  天马流星拳
天马流星拳

#30 魔兽世界里的联盟英雄吉安娜是什么职业
 武僧  盗贼  死亡骑士  法师
法师

#31 谁被称为日本动画界的黑泽明？
 宫崎骏  今敏  宫崎吾朗  新海诚
宫崎骏

#32 “世界已完蛋”来自于哪部作品OP的空耳？
 潜行吧奈亚子  幸运星  中二病也要谈恋爱  日常
奈那子

#33 炮姐的最爱是？
 贺氏Y太  哞太  咩太  呱太
呱太

#34 美少女战士的作者是哪位漫画家的夫人？
 藤卷忠俊  高河弓  富坚义博  尾田荣一郎
富奸

#35 陈坤在微博向大家推荐了哪部动画得到群众热烈反应？
 《Boku》  《Blood-C》  《Fate/Zero》  《Code Gease》
fz

#36 在FATE STAY NIGHT 中阿尔托莉雅的职介是什么
 SABER  LANCER  CASTER  RIDER
Saber

#37 正面上我啊是哪个人物的名台词
 高町奈叶  宫永咲  御坂美琴  秋月 爱莉
炮姐【出自HKG字幕组，大战后炮姐被黑子正面上了。。。。

#38 为《星际牛仔》《攻壳机动队》《Macross F》等动画配乐的著名音乐制作人是
 新居昭乃  菅野洋子  冈崎律子  梶浦由记
菅野洋子

#39 ⑨指的是东方project中的那个人物？
 古明地觉  蕾米莉亚·斯卡雷特  博丽灵梦  琪露诺
琪露诺

#40 《天降之物》第一集中从天而降的天使名字是？
 德玛西亚  哈雷路亚  伊洛斯儿  伊卡洛斯
伊卡洛斯

#41 路过草从最担心的是哪句话？
 妈妈卡  德玛西亚  刷特  一库油
德玛西亚吧。。。

#42 《海贼王》中与路飞同行的一位厨师是？
 白星  娜美  索隆  香吉士
香吉士

#43 自古枪兵的幸运值是多少
 a  d  b  e
E【不不枪哥幸运值肯定掉出了字母表

#44 德玛西亚之力此人物出自哪个游戏？
 《亚瑟王之剑》  《DOTA》  《英雄联盟》  《梦三国》
英雄联盟

#45 虽然我可爱又迷人，但我会招来__。
 疾病  死亡  不幸  快乐
死亡

#46 key社以下哪一部作品不是由京都动画改编？
 AIR  Kanon  CLANNAD  Little Busters!
Little Busters!是节操社的作品

#47 动漫11区指哪里？
 英国  欧洲  美国  日本
日本

#48 《CLANNAD》中，藤林杏的摩托车是什么颜色的？
 白色  蓝色  红色  粉色
这我还没补。。。。

#49 《穷神》中红叶是什么罩杯？
 AAA罩杯  A罩杯  B罩杯  AA罩杯
AA

#50 《兽的演奏者艾琳》中的里岚是雄性还是雌性？
 雌雄同体  雄性  人妖  雌性
这个。。。不知道

#51 东方幻想乡中妖怪之山上守矢神社中的风祝叫什么名字？
 八坂神奈子  东风谷早苗  洩矢诹访子  博丽灵梦
人妻苗

#52 《電腦線圈》中的沙奇(Search Mutton)，是甚麼？
 病毒驅除程式  電腦生命體  機械人  城市搜尋軟件
病毒驱除程式

#53 雾雨魔理沙在东方神灵庙（TH13）中的称号是？
 雾雨的魔法使  东洋的西洋魔术师  强欲的魔法使  普通的魔法使
 普通的魔法使（这个我也是猜的）

#54 薛定谔的猫是薛定谔的一个著名实验，其不涉及的问题是
 观测者对实验的影响  势垒穿透  量子的不确定性  量子的叠加态
势垒穿透？

#55 《海贼王》中现任海军元帅的是谁？
 斯摩格  赤犬  黄猿  巴兹尔·霍金斯
赤犬

#56 暴走漫画的男主角一般都叫什么？
 马乐碧  曹妮媚  王尼玛  倪达夜
王尼玛

#57 小鸟游六花的中二属性是什么？
 劫之眼  魔瞳  邪王真眼  神眼
邪王真眼

#58 傅里叶级数是傅里叶在研究哪种物理现象时提出的？
 量子力学  电磁波  机械振动  热传导

#59 ”阿姆斯特朗回旋加速喷气式阿姆斯特朗炮“的名字出自哪部动漫
 《银魂》  《旋风管家》  《名侦探柯南》  《北斗神拳》
银他妈不用说啊，上次下雪我还捏了一个放在学长家门口的栏杆上

#60 火影忍者中4代火影和主角鸣人是什么关系？
 朋友  兄弟  父子  情敌
父子

#61 dota是哪个游戏的地图?
 魔兽世界  英雄联盟  魔兽争霸  星际争霸
魔兽世界

#62 在《死亡笔记》中，是谁杀死了夜神月？
 魅上照  龙崎（L）  硫克  尼亚
硫克

#63 机战里常说的“吉姆王”是出自哪一部作品
 勇者王  魔神凯撒  盖塔机器人  传说巨神
传说巨神

#64 以下哪一个游戏在早期2D时代的第一部作品不是俯视角？
 合金装备  侠盗猎车  塞尔达传说  银河战士
这个。。。不知道

#65 无头骑士异闻录中罪歌到11卷出现了几个母体？
 3个  1个  4个  2个
这个我也不知道。。。

#66 《魔笛MAGI》中梶裕貴配音的角色是谁？
 阿西巴巴  卡西巴巴  咔叽巴巴  阿里巴巴
阿里巴巴

#67 兵库北的天气怎么样？
 雨 20℃ 60%/40% 22岁  晴 19℃ 40%/60% 24岁  雨 19℃ 60%/40% 24岁  雨 19℃ 40%/60% 24岁
 雨 19℃ 60%/40%

#68 “海尔，这是阿包特·泰姆”这句台词出自哪款游戏？
 女装山脉  星际争霸2  鬼泣：DMC  火焰纹章:圣魔之光石
星际争霸2——Hell,it`s about time

#69 被成为“一生万物、万物归一者”的是
 Shub-Niggurath  Yog-Sothoth  Azathoth  Nyarlathotep
Yog-Sothoth

#70 《旋风管家》中的女主角三千院凪的身高是？(直接输入阿拉伯数字）
 140  141  139  138
138

#71 银河英雄传说中男主角杨威利是如何死亡的
 被迫自杀  被地球教刺客刺杀  寿终正寝  被莱因哈特击杀
地球刺客刺杀

#72 动漫（雪之少女）泽渡真琴，的口头禅是什么
 啊唔  啊呀  啊呜  啊哦
啊呜

#73 《魔法少女小圆》的编剧（脚本）是谁？
 龙骑士07  麻枝准  虚渊玄  奈须蘑菇
虚渊玄

#74 下列哪个角色不是关智一配音的？
 木之本桃矢  白滨兼一  高桥启介  基拉·大和
基拉大和

#75 是谁提出“感应电流的磁场总是要阻碍引起感应电流的磁通量的变化”?
 牛顿  法拉第  楞次  安培
楞次

#76 动漫《火影忍者》中，宇智波佐助所拥有的瞳术的名字是？
 光盘眼  白眼  轮回眼  写轮眼
写轮眼吧。。。

#77 《轻音少女》动画中，活动室里养的动物是？
 兔子  鹦鹉  猫  乌龟
龟
#78 灼眼的夏娜中夏娜所带的项链中红世之徒的名字是
 亚雷斯塔  亚拉斯托尔  艾因兹贝伦  爱丽斯菲尔
亚拉斯托尔

#79 国产动画片《魁拔》中，魁拔的重生时间是
 666年  444年  555年  333年
333

#80 以下哪一款RPG（角色扮演游戏）属于WRPG（欧美角色扮演游戏）？
 格兰蒂亚  博德之门  异度装甲  勇者斗恶龙
这个我真的不知道

#81 C语言中，如果ar是个数组，那么表达式ar[i]与什么等价？
 &(ar+i）  *(ar+i)  &ar+i  *ar+i
*ar(i+1)
#82 c语言中换行符是？
 \n  \g  \h  \s
